_id,_name,_description,_salary
18866981,тестировщик по / тестировщик бинарного компилятора,"обязанности:  написание тестовых сценариев, где в качестве тестовых задач могут выступать как пользовательские приложения, так и операционные системы. отладка бинарных компиляторов при помощи тестовых сценариев. анализ и локализация ошибок обнаруженных пользователями.  требования:   умение работать в среде linux, в т.ч. в режиме командной строки; аналитический склад ума; усидчивость.  приветствуется:   знание архитектур ia-32, intel 64; владение скриптовыми языками bash, perl, python etc; знание языков с/с++.  условия:   заключение трудового договора при приеме на работу месячный доход по результатам собеседования добровольное медицинское страхование ближайшее метро: ст. ленинский проспект ",70000
18193268,junior developer php,"требования:  высокий уровень вовлеченности в процесс программирования. т.е. программирование - это не несколько прочитанных книжек и/или пройдённых курсов. это образ мышления и основная часть жизни. умение грамотно применять php - как в аспекте ооп, так и функционально; понимание, что php - это не язык для домохозяек, а серьезный рабочий инструмент, и знание тонкостей языка, которые делают его таковым; знание sql, сложных запросов, знание основ оптимизации sql-запросов; знание postgresql и любой опыт работы с ним является плюсом; владение javascript и каким-либо js-фреймворком; понимание концепции mvc; опыт работы с каким-либо php-фреймворком из следующих: zend framework, yii, symphony - приветствуется.    обязанности:  развитие функционала электронных торговых площадок в команде тим-лидера:  торговые подсистемы; обеспечение функционирования закупочной деятельности различных предприятий; работа с электронной подписью и криптозащитой; финансовый блок; интеграция с внешними системами.   повышение надежности и отказоустойчивости систем; сопровождение существующих систем; проработка вопросов безопасности, защита от нсд и уменьшение объема ндв; постоянное повышение профессионального уровня, готовность к самостоятельной работе через понятный промежуток времени.    условия:  оформление в соответствии с тк рф; социальные гарантии в соответствии с законом; испытательный срок 3 месяца; график работы 5\2 с 12.00 до 21.00; оклад обсуждается, возможны премии по результатам работы. ",72500
18205781,html-верстальщик,"веб-студии itsoft в коллектив молодых и амбициозных персон необходим html-верстальщик.   что мы предлагаем вам:  работу в веб-студии itsoft, которая входит по всем основным отраслевым рейтингам в top-100 из ~10 000 веб-студий россии; возможность профессионального и личного развития (оплачиваемые курсы, интенсивы); реальная возможность карьерного и финансового роста, ограниченная лишь желаниями и возможностями; крутой коллектив в котором интересно работать и захватывающие задачи для вашего мозга; свободная атмосфера; всегда вкусный свежий кофе; стабильная заработная плата, премии по результатам, соц.поддержка; оплачиваемый отпуск на сроки в соответствии тк рф, оформление по тк рф и соблюдение тк рф; cверх тк рф  выходное пособие для тех, кто проработал больше двух лет и уходя передал все дела; оплата больничного листа 100%; гибкий график; офис недалеко от кремля (метро китай-город).    что мы ждём от вас:  умение изъяснять свои мысли, как устно, так и письменно; инициатива, идеи и нестандартных подход; отличные знания html5/css3; кроссбраузерная верстка (ie9+,ff, chrome, safari, opera); умение разбираться в чужом коде; навыки работы с графическими редакторами.    что нужно делать:  участие в разработке проекта на каждом его этапе; верстка сайтов/промо-страниц/интерфейсов; разработка js-интерфейсов; разработка анимации и эффектов; адаптивная верстка.    что мы ценим:  хорошие знания javascript, опыт работы с jquery; опыт работы с js-фреймворками; опыт верстки под мобильные устройства/адаптивной верстки; базовые знания php, базовый опыт работы с 1с-битрикс; опыт работы с системами контроля версий (git) и сборки проектов (grunt, gulp); умение работы в команде.    в сопроводительном письме просьба указать, что вы не робот, но всё-таки готовы написать идеальный код!",55000
18576508,разработчик java core,"обязанности:  доработка существующего функционала основного приложения (комплексная автоматизация бизнес-процессов: логистика, склад, розница и т.п.). разработка нового функционала для приложений ( java плюс oracle в различных вариантах разных версий).  требования:  обязательно:  знание и навык работы с java core умение быстро разбираться в «чужом» коде опыт работы с dscm (системы контроля версий git, mercurial).   желательно:  опыт работы с задачами для retail или управления складами. разработка и поддержка приложений уровня предприятий (enterprise level). опыт продолжения работ по разработке продукта с анализом «чужого» кода. знание и навык работы с системой управления баз данных oracle pl\sql или любой другой промышленной субд. знание pro*c. ms reports, oracle reports.    условия:  метро парк победы, полное тк рф, зарплата обсуждается с успешным кандидатом. ",105000
17728901,ведущий разработчик c#,"лидеры автоматизации horeca и крупнейший банк россии пао &quot;сбербанк&quot; объединились, создав plazius — платформу цифрового маркетинга, лояльности и мобильных платежей национального масштаба. на данный момент в plazius зарегистрировано более 4 500 000 гостей и эта цифра постоянно растет и количество интересных проектов тоже растет) в связи с активным развитием приглашаем к нам в команду ведущего разработчика c#    в обязанности будет входить:  проектирование и разработка серверной бизнес-логики; проектирование и разработка сервиса мобильных платежей и системы лояльности; обеспечение работы сервера под высокой нагрузкой (high load).    требования:  высшее техническое образование. опыт работы от 3-х лет коммерческой разработки с использованием c# как плюс. хорошая теоретическая подготовка (алгоритмы, структуры данных, паттерны проектирования). уверенное владение net framework 4.5 5, знание методов профилирования, отладки и оптимизации приложений. уверенное использование одной из коммерческих субд, умение оптимизировать sql-запросы. уверенное владение методиками обеспечения качества по (ревью, unit-тестирование, непрерывная интеграция). опыт формального проектирования по (uml предпочтителен). практический опыт в использовании: webapi, tpl, nhibernate/linq2db/dapper, rabbitmq, redis, haproxy/nginx. не обязательно, но будет большим плюсом:  опыт разработки высоконагруженных отказоустойчивых систем. опыт разработки платежных систем.      условия:  профессиональная команда; большие возможности профессионального роста; конкурентоспособная &quot;белая&quot; заработная плата, оплата питания; хорошо оснащенное рабочее место; гибкое начало/окончание рабочего дня; удобное расположение офиса, бц &quot;омега плаза&quot;, м. автозаводска 3 мин. от метро.   ",150000
18866776,разработчик по/ разработчик двоичного транслятора уровня приложений,"описание. разработка бинарного компилятора уровня приложений.   требования:  уверенное знание языка c; хорошее знание linux (структура файловой системы, системные вызовы); опыт отладки сложных программ.    приветствуется:  знание языка c++; знание архитектур ia-32, intel 64; опыт разработки системного программного обеспечения; умение разбираться в коде и архитектуре больших сложных систем    условия:  заключение трудового договора при приеме на работу месячный доход по результатам собеседования заключение трудового договора при приеме на работу добровольное медицинское страхование ближайшее метро: ст. ленинский проспект ",90000
18686676,программист c++ (unreal engine),"студия компьютерной графики ищет в свою команду программиста c++ (unreal engine)!   обязанности:  работа в студии компьютерной графики; участие в разработке презентационных, игровых и мультимедийных проектов; виртуальная реальность, дополненная реальность, vr очки, трекеры движений, контроллеры и т.д.; создание интерактивных музейных экспозиций, выставочных инсталляций, промо-игр, serious games и т.д.; разработка однопользовательских и многопользовательских решений (клиент/сервер); работа в команде с дизайнерами/3d специалистами; взаимодействие с другими программистами; посмотреть, чем придется заниматься, можно в портфолио студии.    требования:  наличие портфолио готовых проектов (выполненных вами или при вашем непосредственном участии) обязательно! резюме без портфолио не рассматриваются. знание c++; знание unreal engine желательно; общее понимание принципов компьютерной графики. наличие представлений о 3ds max и maya; знание математики на уровне выше средней школы не останется не замеченным.  условия:  проекты на unreal; много сложных и интересных проектов; выполнение норм тк рф (больничные, отпуск); премии/бонусы по результатам работы; дружный молодой коллектив; просторный и комфортный офис в 10 минутах пешком от ст. м. нагатинская.    примечания:  если вы чего-то не знаете, то это еще не повод не присылать резюме, если есть реальное желание это самое непознанное изучить. внимательно изучим резюме специалистов unity3d (c#), имеющих реальное желание перейти на unreal (c++). ",125000
18783066,senior javascript-программист,"для работы над веб-проектами различной направленности и формата мы ищем человека, который отлично знает javascript, имеет не менее 2-х лет опыта работы над крупными проектами, любит свою работу и готов развиваться и изучать новые технологии и инструменты. мы сами поддерживаем свои продукты на протяжении их жизненного цикла, поэтому постоянно совершенствуем процесс и инструменты разработки. мы серьезно относимся к ревью кода, тестированию, ci и выделению компонентов интерфейса для удобства развития и поддержки проектов. мы работаем с последними версиями браузеров и можем использовать все современные технологии. что вы будете делать:  разрабатывать на основе готовой верстки самые различные проекты: крупные сервисы, которые постоянно развиваются и изменяются; адаптивные и мобильные сайты, предназначенные для смартфонов и планшетов; промо-сайты, созданные для современных дисплеев с высоким разрешением, а также многое другое. вместе с тем вы будете поддерживать и улучшать существующие веб-проекты компании. работать в команде. вам понадобится разбираться в чужом коде, соблюдать принятую в компании методологию и стандарты оформления кода, общаться с другими разработчиками, а также с верстальщиками, дизайнерами и менеджерами. использовать современные инструменты разработки, получая в процессе много новых знаний и опыта.  от вас нужно:  умение использовать javascript и известные вам сопутствующие технологии по назначению, правильно выбирая инструменты для решения текущей задачи. опыт создания с нуля крупных веб-приложений на angular.js. понимание компонентного подхода к созданию интерфейсов. знание html5, css3 (достаточно уверенного понимания, как работать с готовой версткой). опыт работы с node.js и соответствующими инструментами (gulp, webpack). умение писать автоматизированные тесты, понимание того, зачем они нужны. понимание http, rest. git (понимание rebase).  хорошо, если у вас есть знания:  jade; sass; api яндекс.карт (опыт работы); ruby on rails (базовый уровень); linux (на уровне пользователя).  будет плюсом:  опыт руководства командой от 2-х человек; опыт использования инструментов для командной разработки (jira,confluence, stash).  больше знания определенных технологий мы ценим ответственность и желание докопаться до сути, сделать результат лучше и добиться корректной работы кода. ваша зарплата полностью зависит от знаний и опыта и определяется после собеседования. мы предлагаем:  интересную работу над крупными проектами. возможности карьерного и профессионального роста. официальное трудоустройство (согласно тк рф). увеличение заработной платы вместе с вашими знаниями, опытом и уровнем ответственности. социальный пакет:  программа по льготной покупке техники; покупка по для работы за счет компании; бесплатные курсы английского языка.   условия работы на ваш выбор: полностью удаленная работа или офис в одном из наших представительств (москва, ульяновск или казань) в шаговой доступности от общественного транспорта.  к сожалению, мы готовы предложить вам сотрудничество, только если у вас есть гражданство рф.",110000
18634310,project manager/менеджер проектов,"в свою дружную команду мы ищем руководителя интернет-проектов. если ты коммуникабельный и инициативный, умеешь дружить с клиентом, увлечён современными интернет-технологиями, то добро пожаловать к нам! обязанности:  ведение и контроль всех работ по проектам компании взаимодействие с клиентом, выявление целей и задач умение донести задачи до остальных членов команды и непосредственно участвовать в их решение написание тз совместно с аналитиками планирование проектов, постановка задач команде проекта, контроль их решения контроль сроков, качества работы составление отчётов перед клиентом по рекламным проектам компании выставление счетов, контроль оплаты самое главное - заботиться о своих клиентах и делать всё, чтобы они всегда были довольны  требования:  опыт работы менеджером по работе с клиентами в сфере интернет маркетинга и web- разработок умение находить нужные решения в сложных ситуациях знание принципов продвижения сайтов и контекстной рекламы, а так же рекламы в соц.сетях доброжелательность. умение выстраивать дружеские доверительные отношения с клиентами и коллегами умение вести презентации и отстаивать свою точку зрения грамотная устная и письменная речь желание развиваться профессионально в области интернет маркетинга  условия:  работа в комфортном офисе бизнес центр класса в+ молодой дружный коллектив, а также чай, кофе, фрукты, печенюшки в офисе оплата дополнительных расходов(мобильная связь, конференции, семинары, профессиональная литература) оформление по тк, оплата отпусков и больничных график работы с 10.00 до 19.00 ",70000
16063438,ios разработчик,"ота biletix.ru открывает конкурс на замещение позиции ios разработчик   требования к соискателю.  знание xcode, objective-c, cocoa touch, core data, foundation, uikit, xpathquery sql опыт работы от 3-5 лет на аналогичной должности опыт работы с soap сервером опыт работы с rest сервисами    обязанности:  разработка мобильного приложения для ios платформы участие в разработке требований к интерфейсу приложения    условия  заработная плата 120-150 тысяч рублей возможность прохождения обучения за счет компании пятидневная рабочая неделя ",135000
18695690,ведущий эксперт отдела прикладных систем,"о вакансии: в основной зоне ответственности сотрудника на данной позиции находится отраслевая система обработки финансовой информации (софи), обеспечивающая автоматизацию ключевых бизнес-процессов компании. система предназначена для учета выручки и доходов агентства, формирования отчетности по всем участникам продажи и реализации пассажирских перевозок, контроля поступления денежных средств от субагентов и корпоративных клиентов, расчетов с перевозчиками, ткп, bsp, ржд, организации доставки билетов. помимо вышеуказанной системы в зону ответственности со значительным отставанием по сложности поддержки входят:  сервисная шина предприятия (mule esb) система terrasoft bpmonline. предназначена для автоматизации бизнес-процессов по внешнему документообороту с контрагентами система электронного документооборота (на базе alfresco community)  важно! от кандидата на данную вакансию мы ожидаем высокий аналитический потенциал, который выражается в желании и способности осваивать действительно сложную систему в условиях дефицита внятной и прозрачной документации. вместе с тем это должно сочетаться с технической дисциплиной по документированию и систематизации уже полученных знаний, чтобы после себя не оставлять «белых пятен». получить необходимые знания в наших условиях можно в прямом контакте с их носителями, поэтому коммуникабельность и умение внятно выражать свои мысли являются весьма важными качествами на данной позиции. и, разумеется, важно уметь выделять действительно важное и срочное в бесконечном общем потоке, планировать свое время и работы. если это про вас, то – welcome! требования:  владение предметной областью - технологией учета перевозочных документов на авиационном и железнодорожном транспорте, как весомое преимущество; опыт организации поддержки схожих по назначению систем; аналитический склад мышления; высокая способность к самообучению и развитию навыков; организаторские и управленческие способности (опыт руководства коллективом подчиненных 3-5 человек является важным преимуществом с точки зрения перспектив дальнейшего роста); понимание и умение практически применять основные принципы процессной организации деятельности ит‑подразделения (itsm); умение «держать в тонусе» службу поддержки внешнего подрядчика/разработчика, требовать исполнения обязательств и внятных ответов на поставленные вопросы базовые навыки администрирования oc windows (server 2008) и linux (ubuntu server) понимание назначения и практического применения основных протоколов прикладного уровня: ftp, rdp, http, smtp и пр. базовые навыки администрирования промышленных субд (oracle, ms sql), понимание принципов построения реляционных бд, практика написания запросов к бд; понимание основных методов интеграции приложений (обмен сообщениями, файловый обмен и др.) опыт написания технической документации (описание алгоритмов работы систем, схем информационного взаимодействия, руководств пользователей и администраторов) стрессоустойчивость; коммуникабельность; высшее техническое образование.  обязанности:  проведение бизнес-анализа задач в соответствии с предметной областью; подготовка технических требований и технических заданий на реализацию функционала; постановка задач внешним разработчикам, контроль сроков; контроль реализации функционала на соответствие тз и дальнейшее внедрение с подготовкой инструкции пользователям; обеспечение процесса внутреннего тестирования и переноса в продуктивную среду новых релизов; администрирование систем; обеспечение выполнения процедур процессов управления инцидентами, изменениями и релизами внутри отдела.    условия:  интересные задачи; профессиональный и карьерный рост; профессиональный коллектив; заработная плата от 100 тысяч рублей; определяется в ходе собеседования оформление по тк рф место работы м. бауманская/электрозаводская. ",100000
18695721,ведущий программист 1с,"обязанности: организация работ по программированию 1с:  создание и контроль соблюдения правила разработки; проектирование архитектуры решений; контроль загрузки программистов и выполнения задач.    аудит технических заданий и изменений в хранилище 1с. оптимизация производительности баз 1с. программирование 1с (в случае сложной разработки, критичного инцидента или отпуска программиста 1с). написание технических заданий (в случае сложной разработки или отпуска программиста 1с). сборка релиза для рабочей базы.  администрирование баз 1с (во время отпуска ведущего администратора 1с).    требования: опыт организации разработки на решениях 1с (оптимизация правил разработки, регламентов работы с хранилищем). опыт организации работы с хранилищем 1с нескольких разработчиков, в том числе сторонних. опыт проектирования новых систем на платформе 1с предприятие. опыт аудита кода, выкладываемого в хранилище 1с сторонними разработчиками. опыт работы с хранилищем 1с от 3 лет. опыт составления тз и разработки на конфигурации 1с упп (опыт с erp2 – считается преимуществом). опыт сборки обновления нетиповых конфигураций упп релизами 1с с использованием хранилища 1с от 3 лет. условия:  заработная плата 150 тысяч рублей оформление по тк рф, место работы м. бауманская/электрозаводская ",150000
18704287,ведущий консультант поддержки 1с,"обязанности:    анализ и устранение инцидентов по бухгалтерскому учету, особенно учету ндс. выполнение запросов на обслуживание по 1с. контроль загрузки и качества работы специалистов по поддержке. организация обучения пользователей.  требования:  опыт общения с пользователями по инцидентам всех уровней. знание функционала 1с упп. хорошее знание бухгалтерского учета. особенно учета ндс. наличие сертификатов 1с является преимуществом.  условия:  заработная плата 100 тысяч рублей, оформление по тк рф, место работы м. бауманская/электрозаводская. ",100000
18866545,разработчик по / разработчик ядра двоичного транслятора,"описание. разработка компонентов бинарного компилятора, отвечающих за интерпретацию intel-кода и построение шаблонных кодов.   требования: • уверенное знание языков c/c++; • знание архитектур ia-32, intel 64; • умение работать в среде linux, в т.ч. в режиме командной строки.   приветствуется: • опыт разработки системного программного обеспечения; • умение разбираться в коде и архитектуре больших сложных систем; • опыт тестирования   условия:  • месячный доход по результатам собеседования • заключение трудового договора при приеме на работу • добровольное медицинское страхование • ближайшее метро: ст. ленинский проспект",90000
18541989,ведущий инженер (1с зуп),"обязанности:  доработки модулей на платформе 1с, подготовка сопутствующей технической и нормативной документации. выполнение инцидентов, поступающих от сотрудников через систему обработки обращений по категории &quot;финансовая отчетность&quot; ведение договорных работ в внешними контрагентами в рамках компетенции по направлению сопровождения финансовых ис обновление типовых конфигураций и баз данных финансовых ис обеспечение непрерывности рабочих процессов финансовых ис администрирует финансовые ис организация тестовых стендов при проведении работ по исправлению ошибок в финансовых ис обеспечивает работу промышленных интеграционных решений финансовых ис с другими ис фонда  требования:  высшее техническое образование знания в области организации и управления производством профессиональные знания в области финансовых систем (1с, fancy), финансово-аналитического программного обеспечения опыт работы по настройке конфигурации 1с (оритикон, итан) - не менее 2 лет опыт программирования на платформе 1с (оритикон, итан) - не менее 2 лет базовые знания ms sql  условия:  оформление согласно тк рф, трудовой договор с возможностью профессионального и карьерного роста, график работы 5/2 с 9:00 до 18:00 конкурентная заработная плата; после испытательного срока: квартальная премия по результатам выполнения плановых показателей, повышение квалификации, годовая премия, предоставление дмс и нс в рамках корпоративных стандартов фонда. офис м. шаболовская (шаговая доступность). ",80000
18618620,frontend-разработчик,"команда проекта round.me ищет опытного и талантливого javascript-разработчика.   мы ждем от вас:  отличное знание javascript, опыт работы с es6 будет преимуществом. опыт взаимодействия с отделами верстки, тестирования и back-end разработки. наличие в портфолио крупных spa приложений.    желательно:  работа с одним из mv* фреймворков (backbone.js, ember.js, angularjs). иметь навыки работы с react.js (flux, redux). иметь опыт написания тестов для javascript-кода. знать инструменты для сборки gulp, grunt, webpack. ориентироваться в командной строке linux работать с системами контроля версий git. уделять внимание мелочам и делать свою работу изящно и красиво.    мы предлагаем:  гибкий график. мы против рамок и условностей, вы сами решаете во сколько начинается ваш рабочий день, главное, не позже 12:00ч. оформление по тк рф с белой и пушистой зарплатой. красивый и удобный офис в новом бизнес-центре, куда легко добраться на бесплатном шаттле от м. молодежная (5-7 минут). также в 2-х минутах располагается ж/д платформа сетунь (белорусское направление). конкурентоспособная заработная плата. чай/кофе с печенками. оборудованные зоны отдыха для ума и тела: шахматы, тренажер, настольный футбол. интересная работа в кругу молодых профессионалов и просто хороших людей. ",120000
18282380,аналитик 1с (проектный отдел),"первый бит - международная it компания, предоставляет комплекс услуг по автоматизации предприятий от продажи, внедрения и сопровождения по и до создания масштабных информационных систем под индивидуальные требования заказчика. итогом 19-и летней работы стало создание крупнейшей региональной сети из 70 офисов в странах россии, украины, казахстана, оаэ, канады. 5000 сотрудников – это наша команда, которая ежедневно способствует развитию рынка it. более 150000 внедренных решений по автоматизации бизнес-процессов - это наши профессиональные достижения.     что должен уметь аналитик:  собирать и документировать требования моделировать бизнес-процессы заказчика в типовых программных продуктах заниматься постановкой задач программистам, принимать работу у программистов тестировать разработанный функционал сдавать доработанный функционал клиенту обучать персонал работе в программных продуктах оказывать поддержку пользователям выверять и сводить данные в информационных системах клиентов    требования :  высшее образование опыт работы от года знание бухгалтерского учета    преимущества нашей вакансии:  работа со сложными и интересными задачами от крупных корпоративных клиентов сильная команда проектных специалистов поможет за короткий промежуток времени существенно нарастить знания и компетенции у нас вы научитесь работать в команде и работать на результат    эта работа явно для вас, если вы:  готовы усердно трудится и серьезно развивать свои профессиональные навыки и личные качества хотите достойно зарабатывать и получать удовольствие от своей работы    в обмен на ваши знания и опыт мы предлагаем:  бесплатный корпоративный спорт (футбол, волейбол, баскетбол) льготные условия дмс (сеть частных клиник по мск) оформление по тк рф с первого дня график работы 5/2 заработная плата: оклад + % от суммы закрытых работ уровень среднего ежемесячного дохода успешного кандидата зависит от уровня знаний и навыков специалиста  новичок: 40 000 - 50 0000 рублей специалист: 60 000 - 100 000 рублей ведущий специалист: от 100 000 рублей   место работы: м. войковская, старопетровский проезд (шаговая доступность от метро).    спасибо за интерес к нашей вакансии!",105000
